Name,Description,Image,DNA,edition,Date,Artist,Type,Accessories,Manufacturer,Compiler,Developer
CSM #2580,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2580,e669681780c81179a1c76a3c296d34d022ce6aaa,2580,1635281096227,alwoenie,Female Humanoid,"Black_Lipstick, Straight_Hair_Dark, Laser_Shades",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2432,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2432,038409583a27ee7db74802fd023f1511a476ac80,2432,1635280934219,alwoenie,Female Humanoid,"Earring, Folded_Bandana",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2605,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2605,cf6340f8f9c4822ed910d15d3415702238d24757,2605,1635280117850,alwoenie,Male Humanoid,"Amish_Beard, Stringy_Hair",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2427,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2427,afdb6fcadd50f45cbfd43e7b673e09552c1d730e,2427,1635279906837,alwoenie,Male Humanoid,"Mole, Captains_Cap, Nerd_Glasses, Pipe",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2428,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2428,0b69c37370e0b7ab09c0795999c7ca4b046e12dc,2428,1635280358760,alwoenie,Male Humanoid,"Luxurious_Beard, Snapback",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2627,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2627,26c0473aa5ce5f409d36240f8d3895024b30f51a,2627,1635280473678,alwoenie,Male Humanoid,"Normal_Beard, Beanie",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2431,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2431,c8da199518fa7e260a0d147796c40817902f6ec5,2431,1635281245231,alwoenie,Female Humanoid,"Spots, Folded_Bandana",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2438,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2438,9d57770178e792075f9bd2338d7d7def45890590,2438,1635280225226,alwoenie,Male Humanoid,"Handlebars, Army_Helmet, Clown_Eye_Green",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2630,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2630,9cef324de8fe0af08655e1fb246cd14d1a6f311b,2630,1635280685106,alwoenie,Male Humanoid,"Luxurious_Beard, Do_Rag",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2444,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2444,7cfe8267a2dc0b4c8c55a47c2c7e2ef96701e1b4,2444,1635280012249,alwoenie,Male Humanoid,"Frumpy_Hair, Face_Mask",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2439,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2439,8feee6b9a11d8778aef9d807d7f14e180cc30dd3,2439,1635280996490,alwoenie,Female Humanoid,"Rosy_Cheeks, Silver_Chain, Straight_Hair_Blonde",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2638,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2638,c29ccc7f228126b49a786f565eccefd34b9abde6,2638,1635280756495,alwoenie,Male Humanoid,"Sombrero, Small_Shades, Face_Mask",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2453,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2453,df886bea07fe730a48ca4c86e517a9efcb4da96d,2453,1635281090906,alwoenie,Female Humanoid,"Mole, Wild_Hair, Nerd_Glasses",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2446,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2446,ceb3e0984a614b27699f9727f89402b8f5a11df6,2446,1635281271093,alwoenie,Female Humanoid,"Green_Eye_Shadow, Blonde_Bob, Big_Shades",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2448,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2448,11612e9dc1dc00311fef48c960880830ddc99ece,2448,1635280254747,alwoenie,Male Humanoid,"Do_Rag, Classic_Shades",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2449,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2449,0e70dfa7259fbcf0aee117bbce18212f26f52fdd,2449,1635280546418,alwoenie,Male Humanoid,"Mole, Front_Beard, Hoodie",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2457,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2457,be8de5fe02dbc1eb02a109dd7552fb96da865dd3,2457,1635280716436,alwoenie,Male Humanoid,"Mole, Gold_Chain, Amish_Beard, Fishermans_Hat, Laser_Shades",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2452,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2452,c58b2cccbfec6c316426361869c86ae2e01de11c,2452,1635280610402,alwoenie,Male Humanoid,"Chinstrap, Bald, Eye_Patch",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2652,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2652,51fce20910ae4b83200a94afa9b3e5a8696b9ea4,2652,1635280393878,alwoenie,Male Humanoid,"Front_Beard, Headband",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2678,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2678,281529bf25214ee98332d82cc54cd7576c8e5b2c,2678,1635280893153,alwoenie,Female Humanoid,"Black_Lipstick, Frumpy_Hair",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2455,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2455,8f93cf9983fa36aaa77d96c85b9eec00c8e180ca,2455,1635281201213,alwoenie,Female Humanoid,"Green_Eye_Shadow, Earring, Army_Helmet",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2654,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2654,7f6580a1dcbfe1f1755e933cb27eddf24080857a,2654,1635280934758,alwoenie,Female Humanoid,Tassle_Hat,Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2461,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2461,6a5dd22798b8cccf116aedc45e63ed6731ab5b3e,2461,1635281279770,alwoenie,Female Humanoid,"Mole, Earring, Cap",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2437,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2437,a4fefb17d6ef837c1dc7a5ba2fe422a0394c4c9c,2437,1635281154345,alwoenie,Female Humanoid,"Black_Lipstick, Knitted_Cap, 3D_Glasses",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2655,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2655,a1ea0f554931f7ef3cc15b9e59a2bff5ed58a246,2655,1635280428486,alwoenie,Male Humanoid,"Spots, Sombrero, Pipe",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2647,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2647,12d4bd5043bc5f3bf29e62bd7605aa9e0c8d7514,2647,1635281023947,alwoenie,Female Humanoid,"Hot_Lipstick, Wild_Blonde",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2680,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2680,7c53876775af940c38fdc4bfcaee09167135f630,2680,1635280166086,alwoenie,Male Humanoid,"Flat_Cap, VR",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2683,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2683,2a611e3b2777f433ad095ca5429ecc3941691b03,2683,1635280912950,alwoenie,Female Humanoid,"Purple_Lipstick, Blonde_Short",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2696,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2696,1e50517f220a78331e975fc42f372859d2a84424,2696,1635280520958,alwoenie,Male Humanoid,"Spots, Mohawk_Thin, Big_Shades",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2467,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2467,596e805d094eb7e45a99e9bf9f9b7472006f3e66,2467,1635281242854,alwoenie,Female Humanoid,"Mole, Gold_Chain, Cap",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2460,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2460,a6ab3faccb2f428c5c41e76b5a8a4ee626ef6723,2460,1635279979055,alwoenie,Male Humanoid,"Earring, Bald",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2701,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2701,bca4130004dac76dd11084d6c7b58d8b902aecd1,2701,1635281203379,alwoenie,Female Humanoid,"Blue_Eye_Shadow, Blonde_Short, Cigarette",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2686,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2686,1c60163c405df2cd2ae7d2ef3d11e2d169010245,2686,1635280239546,alwoenie,Male Humanoid,"Front_Beard, Mohawk_Brown, 3D_Glasses, Cigar",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2470,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2470,bfa629ebc2b6c167beb84bb13a5d8bf8f3770620,2470,1635280966737,alwoenie,Female Humanoid,"Green_Eye_Shadow, Dark_Hair, VR",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2708,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2708,375c914e5e3571ba85a20e7b6be3d8fe19d0e6c3,2708,1635280746550,alwoenie,Male Humanoid,"Brown_Fedora, Nerd_Glasses, Cigar",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2471,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2471,e2543e1bc6c960347401e1c79419b932055e364a,2471,1635281007678,alwoenie,Female Humanoid,"Knitted_Cap, Big_Shades",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2713,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2713,07cc3e116db2c2426f0e951e29911e99c4d790b4,2713,1635280899035,alwoenie,Female Humanoid,"Earring, Orange_Side, Big_Shades",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2723,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2723,c2abe61bb55f3114b3f5aa0aaaa5bd238281a0c2,2723,1635280553424,alwoenie,Male Humanoid,"Big_Beard, Top_Hat",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2472,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2472,aa2b5fcefc8f86fc740dddfeb0aefc7beb6034a9,2472,1635281037221,alwoenie,Female Humanoid,"Mole, Gold_Chain, Cowboy_Hat",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2469,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2469,350a5d7d8f72d2b4e97b136ac9da8db315b9f1ee,2469,1635279984845,alwoenie,Male Humanoid,Sombrero,Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2468,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2468,619a2ebd54ccf1ed086a31473554ca954920a07a,2468,1635281338105,alwoenie,Female Humanoid,"Hot_Lipstick, Fedora",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2494,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2494,8e5be326fd8cf851fe8afba4f229444f15486512,2494,1635281089978,alwoenie,Female Humanoid,"Rosy_Cheeks, Gold_Chain, Earring, White_Fedoora",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2480,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2480,9b5813db5a1dab5e66ba0eafcb3bf9ef288f7437,2480,1635281117756,alwoenie,Female Humanoid,"Rosy_Cheeks, Earring, Flat_Cap, VR",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2493,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2493,692f751886ab6050a30155acb848a035e3ded0be,2493,1635280328003,alwoenie,Male Humanoid,"Smile, Goat, Amish_Hat, Classic_Shades",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2476,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2476,a292fa7625696d2a3bc3e3198c34abefc582a0dd,2476,1635280873948,alwoenie,Female Humanoid,"Mole, Messy_Hair",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2474,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2474,88f57f4a07c536bcdcb1dab0f1206b3b391bd898,2474,1635280944753,alwoenie,Female Humanoid,"Rosy_Cheeks, Earring, Amish_Hat",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2478,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2478,47214fff429df0af92da1858c5155665663ea327,2478,1635280173472,alwoenie,Male Humanoid,"Front_Beard_Dark, Mohawk_Brown",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2486,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2486,73bc248a02ed492dcebe5a9c31355dc06b470d74,2486,1635280187462,alwoenie,Male Humanoid,"Frown, Handlebars, Amish_Hat, VR",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2724,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2724,ca7efd2e2be42a8225b342e5ff817b4e8de71389,2724,1635280102112,alwoenie,Male Humanoid,"Earring, Handlebars, Sombrero",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2495,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2495,54d32d1e3bcef59f7ddc4d97dcad51f7326f59ec,2495,1635280485783,alwoenie,Male Humanoid,"Earring, Shadow_Beard, Knitted_Cap",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2492,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2492,e302df6833a8ace9f8e2bb6e2448700a1d0cc62f,2492,1635281238685,alwoenie,Female Humanoid,"Purple_Lipstick, Silver_Chain, Earring, Cowboy_Hat, Clown_Eye_Blue, Cigarette",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2485,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2485,ceb1fc829ddaaf944b4d140b1d965534f0d081c2,2485,1635280345731,alwoenie,Male Humanoid,"Fu_Manchu, Top_Hat",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2507,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2507,6af0ed1a408c8ff2b07ef2c46ab8bc0fdfa1a63a,2507,1635280820377,alwoenie,Male Humanoid,"Spots, Army_Helmet",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2505,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2505,510dd3a62f49a3c9480848c68f225f313e8915c6,2505,1635280037562,alwoenie,Male Humanoid,"Brown_Fedora, Small_Shades",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2509,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2509,9787c6407c7bef71db7cc4231fab498c9ed178be,2509,1635280219226,alwoenie,Male Humanoid,"Muttonchops, White_Fedora",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2504,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2504,fa0ce3694cc9974af602ed488e484eef80a61960,2504,1635280954805,alwoenie,Female Humanoid,"Earring, Frumpy_Hair, Classic_Shades",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2510,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2510,0f798d919809d553b6bbd9115125553c29f5385a,2510,1635280848209,alwoenie,Male Humanoid,"Frown, Mustache, Fishermans_Hat",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2520,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2520,268f40e5f32c9e91f3a7f50b2e7e88b22da04f02,2520,1635281213818,alwoenie,Female Humanoid,"Earring, Red_Beret",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2756,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2756,baf71faa2500bcb6df434ee207e73f2c6df718a9,2756,1635280440823,alwoenie,Male Humanoid,"Amish_Beard, Cowboy_Hat",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2731,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2731,e45b21ce9cb98fff9645266b6dffb627d6b2d452,2731,1635279922042,alwoenie,Male Humanoid,"Folded_Bandana, Nerd_Glasses, Vape",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2523,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2523,8f513564651470e99c818646a783e78f0c89f1a3,2523,1635279975316,alwoenie,Male Humanoid,"Amish_Beard, Shaved_Head",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2775,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2775,fa33f060baf405f34e563f09d3d566c4097ac53f,2775,1635280602142,alwoenie,Male Humanoid,"Front_Beard, Brown_Fedora",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2806,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2806,080197baf3bf5d63ec04efd5394210744cbf8448,2806,1635280403973,alwoenie,Male Humanoid,"Shadow_Beard, Amish_Hat, Safety_Goggles, Vape",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2521,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2521,686c6be0c942b98f8ad3442b3a0c98373029f024,2521,1635280654302,alwoenie,Male Humanoid,"Peak_Spike, Eye_Patch",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2516,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2516,a25725239f0e7256f316d5d020c5c444de909087,2516,1635280747838,alwoenie,Male Humanoid,"Trenchcoat, Flat_Cap",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2514,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2514,c099b1c76f0f2fe0f926875dfe32c1d11ca463a9,2514,1635280922837,alwoenie,Female Humanoid,"Mole, Knitted_Cap",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2532,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2532,aa9d5a0cd4ec11deb01c7b52ece184450d057724,2532,1635280999998,alwoenie,Female Humanoid,"Rosy_Cheeks, Silver_Chain, Earring, Pink_With_Hat",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2522,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2522,d8bdd602fe301e955f8059c18e077385107e94f7,2522,1635281372107,alwoenie,Metal_Humanoid,"Gold_Chain, Sombrero, Eyes_Blue_Terminate",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2527,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2527,226edaa4cdd94f2cd84ebd961edd6ba107d1fa13,2527,1635281245410,alwoenie,Female Humanoid,"Purple_Eye_Shadow, Earring, Amish_Hat",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2529,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2529,1978f73d8ac8ed3475ec2acfecbbfd172469a3d6,2529,1635281318935,alwoenie,Female Humanoid,"Black_Lipstick, Silver_Chain, Sombrero",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2518,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2518,412a2d5545c542606a0716cf0ebaa0ce56b5a696,2518,1635280011092,alwoenie,Male Humanoid,"Silver_Chain, Cowboy_Hat, Vape",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2537,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2537,55ac64554f1b1ab43ce41385c5a95764f8cd9909,2537,1635281324631,alwoenie,Female Humanoid,"Green_Eye_Shadow, Earring, Brown_Fedora",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2534,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2534,b5b0d178d33d059c2acfc82949e3d8838df15699,2534,1635280643666,alwoenie,Male Humanoid,"Mole, Chinstrap, Cowboy_Hat",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2533,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2533,6fa0436efb06dcda3892f8ec565428ed038569ce,2533,1635281007487,alwoenie,Female Humanoid,"Mole, Earring, Folded_Bandana",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2536,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2536,c38aa86140c8c73eebb1b6956b8630df35f9ea11,2536,1635281128145,alwoenie,Female Humanoid,"Purple_Eye_Shadow, Half_Shaved",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2539,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2539,f717955e41592785a5db7afe878d8cab62a1614c,2539,1635281041731,alwoenie,Female Humanoid,"Purple_Lipstick, Earring, Welding_Goggles",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2860,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2860,24dd550aa4807d764669e3b80bdc7c8aac3af9a2,2860,1635281196082,alwoenie,Female Humanoid,"Hot_Lipstick, Mohawk_Brown, Pipe",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2551,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2551,1db6352567fd5accfe8436c10afd2d119ae2e715,2551,1635280590952,alwoenie,Male Humanoid,"Horseshoe, Purple_Hair, Big_Shades",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2550,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2550,08790b04904c1bb75c93ec3a7cadb3d5c3381d13,2550,1635281005551,alwoenie,Female Humanoid,"Hot_Lipstick, Blonde_Short",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #2557,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/2557,185c289839e6eca2f7cc0d41e642baa3c9a9d05a,2557,1635280158958,alwoenie,Male Humanoid,"Chinstrap, Brown_Fedora, Safety_Goggles",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
